Anogeissus latifolia,BE2 = 6.6210 D2 - 1.2689 D + 0.4737
Anogeissus latifolia,BE2 = 0.3349 D12- 0.3465 D1 + 1.9953
Anogeissus latifolia,BE4 = 0.0012 D12 + 0.0045 D1 + 0.0504
Terminalia crenulata,BE = 1815.5165 D3-1348.7147 D2 + 594.0835 D -29.0793
Terminalia crenulata,BE2 = 44.8486 D2 - 8.7590 D + 1.2305
Terminalia crenulata,BE3 = 0.4186 D12- 1.3886 D1 + 2.4775
Terminalia crenulata,BE4 = 0.0105 D12- 0.0363 D1 + 0.1030
Terminalia tomentosa,BE = 1815.5165 D3-1348.7147 D2 + 594.0835 D -29.0793
Terminalia tomentosa,BE2 = 44.8486 D2 - 8.7590 D + 1.2305
Terminalia tomentosa,BE3 = 0.4186 D12- 1.3886 D1 + 2.4775
Terminalia tomentosa,BE4 = 0.0105 D12- 0.0363 D1 + 0.1030
4    Holarrhena antidysenterica,BE2 = 140.3103 D2 + 199.3693 D - 8.2801
Holarrhena antidysenterica,BE2 = 6.6914 D2 + 11.6819 D - 0.7106
Holarrhena antidysenterica,BE3 = 0.1875 D12 + 0.4663 D1 + 1.2023
Holarrhena antidysenterica,BE4 = 0.0656 D1 - 0.0051
5    Terminalia paniculata,BE2 = 362.5509 D2 + 278.3135 D - 17.7837
Terminalia paniculata,BE2 = 8.1731 D2 + 10.4816 D - 0.7031
Terminalia paniculata,BE3 = 0.2724 D12- 0.0125 D1 - 0.0558
Terminalia paniculata,BE4 = 0.0064 D12- 0.0052 D1 + 0.0306
6    Macaranga peltata,BE2 = -351.6206 D2 + 698.1528 D - 49.8923
Macaranga peltata,BE2 = -17.3870 D2 + 43.6160 D - 3.0387
Macaranga peltata,BE3 = 0.2502 D12 + 0.1864 D1 - 0.4365
Macaranga peltata,BE4 = 0.0208 D12- 0.0584 D1 + 0.0589
Syzygium cumini,BE2 = 1720.1630 D2 - 423.8031 D + 49.9381
Syzygium cumini,BE2 = 30.1113 D3 + 47.5624 D2- 12.5773 D + 2.7618
Syzygium cumini,BE3 = 0.4284 D12 - 1.4660 D1 + 2.4189
Syzygium cumini,BE2 = 0.0222 D12 - 0.0127 D1 + 0.0632
Syzygium jambolanum,BE2 = 1720.1630 D2 - 423.8031 D + 49.9381
Syzygium jambolanum,BE2 = 30.1113 D3 + 47.5624 D2- 12.5773 D + 2.7618
Syzygium jambolanum,BE3 = 0.4284 D12 - 1.4660 D1 + 2.4189
Syzygium jambolanum,BE2 = 0.0222 D12 - 0.0127 D1 + 0.0632
(Old) Eugenia jambolana,BE2 = 1720.1630 D2 - 423.8031 D + 49.9381
(Old) Eugenia jambolana,BE2 = 30.1113 D3 + 47.5624 D2- 12.5773 D + 2.7618
(Old) Eugenia jambolana,BE3 = 0.4284 D12 - 1.4660 D1 + 2.4189
(Old) Eugenia jambolana,BE2 = 0.0222 D12 - 0.0127 D1 + 0.0632
Schleichera trijuga,BE2 = -23.7715 D2 + 374.0009 D - 11.3382
Schleichera trijuga,BE2 = 13.2675 D2 + 10.6145 D + 0.7554
Schleichera trijuga,BE3 = 0.5121 D12- 1.2087 D1 + 1.9627
Schleichera trijuga,BE2 = 0.0058 D12 + 0.1484 D1 + 0.0070
Schleichera oleosa,BE2 = -23.7715 D2 + 374.0009 D - 11.3382
Schleichera oleosa,BE2 = 13.2675 D2 + 10.6145 D + 0.7554
Schleichera oleosa,BE3 = 0.5121 D12- 1.2087 D1 + 1.9627
Schleichera oleosa,BE2 = 0.0058 D12 + 0.1484 D1 + 0.0070
Myristica malabarica,BE2 = 368.3320 D2 + 159.3366 D + 7.8771
Myristica malabarica,BE2 = 16.2036 D2 + 5.4228 D + 1.5594
Myristica malabarica,BE3 = 0.3164 D12 + 0.3275 Di + 0.2305
Myristica malabarica,BE2 = 0.0340 D12 - 0.1066 D1 + 0.2631
Artocarpus heterophyllus,BE2 = -187.2610 D2 + 496.1925 D - 31.2311
Artocarpus heterophyllus(Old),BE2 = -4.7945 D2 + 26.9481 D - 1.5618
Artocarpus heterophyllus(Old),BE3 = 0.3121 D12- 0.7693 D1 + 1.1439
Artocarpus heterophyllus(Old),BE2 = 0.0197 D12- 0.0557 D1+ 0.1090
Artocarpus integrifolia,BE1 = -187.2610 D2 + 496.1925 D - 31.2311
Artocarpus integrifolia,BE2 = -4.7945 D2 + 26.9481 D - 1.5618
Artocarpus integrifolia,BE3 = 0.3121 D12- 0.7693 D1 + 1.1439
Artocarpus integrifolia,BE2 = 0.0197 D12- 0.0557 D1+ 0.1090
Pinus petula,BE2 = 593.5119 D2 + 67.7435 D + 6.1820
Pinus petula,BE2 = 91.3057 D2 - 13.2752 D + 2.3799
Pinus petula,BE3 = 0.3316 D12 + 0.5356 D1 - 0.2299
Pinus petula,BE2 = 0.0117 D12 + 0.1553 D1 - 0.0117
Lagerstroemia lanceolata,BE2 = -123.7223 D2 + 290.7752 D - 13.5650
Lagerstroemia lanceolata,BE2 = -2.7947 D2 + 7.1714 D - 0.3286
Lagerstroemia lanceolata,BE3 = 0.2400 D12- 0.1514 D1 + 0.7339
Lagerstroemia lanceolata,BE2 = 0.0041 D12 - 0.0095 Di + 0.0495
Lagerstroemia microcarpa,BE2 = -123.7223 D2 + 290.7752 D - 13.5650
Lagerstroemia microcarpa,BE2 = -2.7947 D2 + 7.1714 D - 0.3286
Lagerstroemia microcarpa,BE3 = 0.2400 D12- 0.1514 D1 + 0.7339
Lagerstroemia microcarpa,BE2 = 0.0041 D12 - 0.0095 Di + 0.0495
13    Olea dioica,BE2 = 362.7717 D2 + 210.9870 D - 12.1988
Olea dioica,BE2 = 23.3807 D2 + 3.2779 D + 0.2784
Olea dioica,BE2 = 0.1892 D12 + 0.4478 D1 - 0.0970
Olea dioica,BE2 = 0.0037 D12 + 0.0383 D1 + 0.0399
14    Aporosa lindleyana,BE2 = 530.3446 D2 - 110.2824 D + 24.3668
Aporosa lindleyana,BE2 = 35.9394 D2 - 2.9608 D + 0.8623
Aporosa lindleyana,BE3 = 0.2798 D12 + 0.0430 D1 + 0.0606
Aporosa lindleyana,BE. = 0.0107 D12 + 0.0178 D1 - 0.0003
15    Palaquim ellipticum,BE2 = 775.1896 D2 + 125.0958 D - 6.8587
Palaquim ellipticum,BE2 = 110.1075 D2 - 30.0260 D + 2.9517
Palaquim ellipticum,BE2 = 0.0466 D13 - 0.3060 D12 + 1.4217 D1 - 0.3071
Palaquim ellipticum,BE2 = 0.0020 D13 - 0.0205 D12 + 0.0923 D1 + 0.0019
16    Xylia xylocarpus,BE2 = 568.7019 D2 - 55.8345 D + 21.9233
Xylia xylocarpus,BE2 = 41.5004 D2 - 8.6750 D + 1.3020
Xylia xylocarpus,BE2 = 0.2545 D12 + 0.2466 D1 + 0.0771
Xylia xylocarpus,BE2 = 0.0093 D12 - 0.0287 D1 + 0.0676
Eastern Ghats,region
1    Anogeissus latifolia,BE2 = -121.0216 D2 + 500.9042 D - 28.9668
Anogeissus latifolia,BE2 = -5.4172 D2 + 25.3317 D - 1.9576
Anogeissus latifolia,BE3 = 0.3864 Di 2 - 0.1017 D1 + 0.6930
Anogeissus latifolia,BE2 = 0.0119 D12- 0.0244 D1 + 0.0553
2    Pterocarpus marsupium,BE2 = 110.8192 D2 + 214.1240 D + 3.5771
Pterocarpus marsupium,BE2 = 4.2573 D2 + 1.6800 D + 0.9568
Pterocarpus marsupium,BE3 = 0.4878 D12- 0.9367 Di + 0.5848
Pterocarpus marsupium,BE2 = 0.0143 D12- 0.0025 D1 + 0.0594
3    Xylia xylocarpus,BE2 = -496.1913 D3 + 1071.9492 D2-1654776 D + 23.4904
Xylia xylocarpus,BE2 = 14.0701 D2 + 3.9727 D + 0.3602
Xylia xylocarpus,BE3 = 0.1199 D12 + 1.2698 D1 - 0.1217
Xylia xylocarpus,BE4 = 0.0048 D12 + 0.0336 D1 + 0.1327
12    Lannea coromandelica,BE2 = 271.6220 D2 - 40.3564 D + 19.9687
12    Lannea coromandelica,BE2 = 11.1041 D2- 1.5074 D + 0.6238
12    Lannea coromandelica,BE3 = 0.2214 D12- 0.3856 D1 + 1.0501
12    Lannea coromandelica,BE4 = 0.0083 D12 - 0.0262 D1 + 0.0415
Lannea grandis,BE2 = 271.6220 D2 - 40.3564 D + 19.9687
Lannea grandis,BE2 = 11.1041 D2- 1.5074 D + 0.6238
Lannea grandis,BE3 = 0.2214 D12- 0.3856 D1 + 1.0501
Lannea grandis,BE4 = 0.0083 D12 - 0.0262 D1 + 0.0415
Odina wodier,BE2 = 271.6220 D2 - 40.3564 D + 19.9687
Odina wodier,BE2 = 11.1041 D2- 1.5074 D + 0.6238
Odina wodier,BE3 = 0.2214 D12- 0.3856 D1 + 1.0501
Odina wodier,BE4 = 0.0083 D12 - 0.0262 D1 + 0.0415
Albizia amara,BE = -386.5990 D3 + 671.8284 D2- 31.9297 D + 13.2123
Albizia amara,BE2 = 9.0211 D2 + 0.9626 D + 0.6121
Albizia amara,BE3 = 0.2472 D12 - 0.4306 D1 + 1.1724
Albizia amara,BE4 = 0.0103 D12 - 0.0305 D1 + 0.0394
Terminalia crenulata,BE2 = -40.7829 D2 + 287.6667 D - 6.1942
Terminalia crenulata,BE2 = 5.9678 D2 + 12.1631 D - 0.0384
Terminalia crenulata,BE2 = 0.2815 D12 + 0.1622 D1 - 0.3747
Terminalia crenulata,BE2 = 0.0084 D12 + 0.0047 D1 + 0.0684
Terminalia tomentosa,BE2 = -40.7829 D2 + 287.6667 D - 6.1942
Terminalia tomentosa,BE2 = 5.9678 D2 + 12.1631 D - 0.0384
Terminalia tomentosa,BE2 = 0.2815 D12 + 0.1622 D1 - 0.3747
Terminalia tomentosa,BE2 = 0.0084 D12 + 0.0047 D1 + 0.0684
Syzygium cumini,BE2 = 986.1005 D2 - 92.1288 D + 33.8089
Syzygium cumini,BE2 = 11.5552 D2 + 17.0550 D - 0.7249
Syzygium cumini,BE2 = 0.4195 D12- 1.3629 D1 + 2.2772
Syzygium cumini,BE4 = 0.0120 D12 + 0.0650 D1 - 0.0304
Syzygium jambolanum,BE2 = 986.1005 D2 - 92.1288 D + 33.8089
Syzygium jambolanum,BE2 = 11.5552 D2 + 17.0550 D - 0.7249
Syzygium jambolanum,BE2 = 0.4195 D12- 1.3629 D1 + 2.2772
Syzygium jambolanum,BE4 = 0.0120 D12 + 0.0650 D1 - 0.0304
(Old) Eugenia jambolana,BE2 = 986.1005 D2 - 92.1288 D + 33.8089
(Old) Eugenia jambolana,BE2 = 11.5552 D2 + 17.0550 D - 0.7249
(Old) Eugenia jambolana,BE2 = 0.4195 D12- 1.3629 D1 + 2.2772
(Old) Eugenia jambolana,BE4 = 0.0120 D12 + 0.0650 D1 - 0.0304
Protium caudatum,BE2 = -62.6698 D2 + 247.9972 D + 0.1338
Protium caudatum,BE2 = 11.8728 D2 - 2.2968 D + 1.2622
Protium caudatum,BE2 = 0.3017 D12 - 0.2789 D1 + 1.2292
Protium caudatum,BE4 = 0.0050 D12 + 0.0070 D1 + 0.1057
Tectona grandis,BE2 = -169.7104 D2 + 395.4129 D - 20.4598
Tectona grandis,BE2 = -1.0487 D2 + 5.7623 D + 0.0875
Tectona grandis,BE3 = 0.3080 D12 - 0.2848 D1 + 1.2549
Tectona grandis,BE4 = 0.0439 D1 + 0.0603
Buchanania latifolia,BE2 = 514.5816 D2 - 110.3860 D + 19.3994
Buchanania latifolia,BE2 = 26.1420 D2 - 1.3736 D + 0.1491
Buchanania latifolia,BE3 = 0.1721 D12- 0.1164 D1 + 1.0897
Buchanania latifolia,BE4 = 0.0029 D12- 0.0005 Di + 0.0924
Buchanania lanzan,BE2 = 514.5816 D2 - 110.3860 D + 19.3994
Buchanania lanzan,BE2 = 26.1420 D2 - 1.3736 D + 0.1491
Buchanania lanzan,BE3 = 0.1721 D12- 0.1164 D1 + 1.0897
Buchanania lanzan,BE4 = 0.0029 D12- 0.0005 Di + 0.0924
Semecarpus anacardium,BE2 = 238.3735 D2 + 154.6146 D + 0.4939
Semecarpus anacardium,BE2 = -145.9652 D3 + 152.4208 D2- 20.6768 D + 1.1954
Semecarpus anacardium,BE3 = 0.4337 D12- 1.7265 D1 + 2.9325
Semecarpus anacardium,BE4 = 0.0015 D12 + 0.0480 D1 + 0.0867
Memecylon angustifolium,BE2 = 1066.9594 D2 + 17.0450 D + 8.6471
Memecylon angustifolium,BE2 = 115.6513 D2 - 21.8666 D + 2.4348
Memecylon angustifolium,BE2 = 0.2995 D12 - 0.6521 D1 + 1.0513
Memecylon angustifolium,BE4 = 0.0095 D12 + 0.0629 Di - 0.0146
Eucalyptus globulus,BE2 = 557.4072 D2 - 32.8449 D + 7.5162
Eucalyptus globulus,BE2 = 40.1676 D2- 10.4524 D + 1.5134
Eucalyptus globulus,BE3 = 0.0473 D12 + 1.4532 Di - 0.9075
Eucalyptus globulus,BE4 = 0.0064 D12 + 0.0264 Di + 0.0089
Grewia tiliaefolia,BE2 = 1088.6600 D2 - 295.8026 D + 31.3839
Grewia tiliaefolia,BE2 = 31.8648 D2 - 5.8728 D + 0.9027
Grewia tiliaefolia,BE3 = 0.1080 D12 + 0.0197 D1 + 0.3650
Grewia tiliaefolia,BE4 = 0.0027 D12 + 0.0187 D1 + 0.0524
Albizia species,BE2 = -0.5537 D2 + 311.6459 D - 17.5544
Albizia species,BE2 = 13.3705 D2 + 3.3486 D - 0.0903
Albizia species,BE3 = 0.2918 D12 - 0.3776 Di + 0.3181
Albizia species,BE4 = 0.0012 D12 + 0.0382 Di + 0.0381
Chloroxylon swietenia,BE2 = -37.7511 D2 + 567.6453 D - 32.7446
Chloroxylon swietenia,BE2 = -30.8783 D2 + 33.6090 D - 1.5800
Chloroxylon swietenia,BE3 = 0.4783 D12- 1.7953 D1 + 2.8131
Chloroxylon swietenia,BE4 = 0.0254 D12- 0.0856 D1 + 0.1643
Diospyros melanoxylon,BE2 = 363.4903 D2 + 63.6002 D + 18.6796
Diospyros melanoxylon,BE2 = 10.6620 D2 + 1.9007 D + 0.6227
Diospyros melanoxylon,BE3 = 0.4217 D12 - 0.8802 D1 + 1.7676
Diospyros melanoxylon,BE4 = 0.0118 D12 - 0.0391 D1 + 0.0988
West Coast,region
Terminalia crenulata,BE2 = 129.4544 D2 + 279.1008 D - 15.8988
Terminalia crenulata,BE2 = 3.7497 D2 + 10.4516 D - 0.4220
Terminalia crenulata,BE2 = 0.2705 D12 - 0.5967 D1 + 0.3978
Terminalia crenulata,BE2 = 0.0095 D12 - 0.0183 D1 + 0.0300
Terminalia tomentosa,BE2 = 129.4544 D2 + 279.1008 D - 15.8988
Terminalia tomentosa,BE2 = 3.7497 D2 + 10.4516 D - 0.4220
Terminalia tomentosa,BE2 = 0.2705 D12 - 0.5967 D1 + 0.3978
Terminalia tomentosa,BE2 = 0.0095 D12 - 0.0183 D1 + 0.0300
2    Tectona grandis,BE2 = -210.8047 D2 + 363.7074 D - 30.9608
Tectona grandis,BE2 = -12.3596 D2 + 19.0225 D - 1.4386
Tectona grandis,BE2 = 0.0199 D12 + 0.4817 Di - 0.0768
Tectona grandis,BE2 = 0.0024 D12+ 0.0092 D1 + 0.0005
3    Terminalia paniculata,BE2 = 89.4351 D2 + 144.8093 D + 3.4972
Terminalia paniculata,BE2 = 1.0052 D2 + 5.8501 D - 0.2071
Terminalia paniculata,BE3 = 0.2006 D12 + 0.0929 D1 - 0.1476
Terminalia paniculata,BE2 = 0.0036 D12 + 0.0151 D1 - 0.0085
4    Anogeissus latifolia,BE2 = 203.6969 D2 + 181.8029 D - 4.7474
Anogeissus latifolia,BE2 = 19.0048 D2 + 2.7890 D + 0.1024
Anogeissus latifolia,BE2 = 0.1883 D12 + 1.2756 D1 - 0.8306
Anogeissus latifolia,BE2 = 0.0127 D12 - 0.0328 D1 + 0.0646
Lannea coromandelica,BE2 = 506.4382 D2 - 52.4468 D + 3.0437
Lannea coromandelica,BE2 = 7.7513 D2 + 0.3448 D + 0.1622
Lannea coromandelica,BE3 = 0.0941 D12- 0.2675 D1 + 0.8115
Lannea coromandelica,BE2 = 0.0020 D12 + 0.0278 D1 + 0.0088
Lannea grandis,BE2 = 506.4382 D2 - 52.4468 D + 3.0437
Lannea grandis,BE2 = 7.7513 D2 + 0.3448 D + 0.1622
Lannea grandis,BE3 = 0.0941 D12- 0.2675 D1 + 0.8115
Lannea grandis,BE2 = 0.0020 D12 + 0.0278 D1 + 0.0088
Odina wodier,BE2 = 506.4382 D2 - 52.4468 D + 3.0437
Odina wodier,BE2 = 7.7513 D2 + 0.3448 D + 0.1622
Odina wodier,BE3 = 0.0941 D12- 0.2675 D1 + 0.8115
Odina wodier,BE2 = 0.0020 D12 + 0.0278 D1 + 0.0088
6    Wrightia tinctoria,BE2 = 25.0382 D2 + 14.3874 D + 3.4237
Wrightia tinctoria,BE2 = 2.5184 D2 + 1.4471 D + 0.3444
Wrightia tinctoria,BE3 = 0.0188 D12 + 0.3085 Di - 0.2230
Wrightia tinctoria,BE4 = 0.0034 D12 + 0.0226 Di - 0.0197
 Bombax ceiba,BE2 = 199.7191 D2 + 40.5382 D + 2.7931
 Bombax ceiba,BE2 = 5.1029 D2 + 1.0464 D + 0.0809
 Bombax ceiba,BE3 = 0.0694 D12 + 0.5091 D1 - 0.1759
 Bombax ceiba,BE4 = 0.0004 D12 + 0.0318 D1 + 0.0309
Bombax malabaricum,BE2 = 199.7191 D2 + 40.5382 D + 2.7931
Bombax malabaricum,BE2 = 5.1029 D2 + 1.0464 D + 0.0809
Bombax malabaricum,BE3 = 0.0694 D12 + 0.5091 D1 - 0.1759
Bombax malabaricum,BE4 = 0.0004 D12 + 0.0318 D1 + 0.0309
Salmalia malabarica,BE2 = 199.7191 D2 + 40.5382 D + 2.7931
Salmalia malabarica,BE2 = 5.1029 D2 + 1.0464 D + 0.0809
Salmalia malabarica,BE3 = 0.0694 D12 + 0.5091 D1 - 0.1759
Salmalia malabarica,BE4 = 0.0004 D12 + 0.0318 D1 + 0.0309
Bombax insigne,BE2 = 199.7191 D2 + 40.5382 D + 2.7931
Bombax insigne,BE2 = 5.1029 D2 + 1.0464 D + 0.0809
Bombax insigne,BE3 = 0.0694 D12 + 0.5091 D1 - 0.1759
Bombax insigne,BE4 = 0.0004 D12 + 0.0318 D1 + 0.0309
8    Terminalia belerica,BE2 = 266.6358 D2 + 290.2640 D - 23.9759
Terminalia belerica,BE2 = 5.2817 D2 + 7.7464 D - 0.0264
Terminalia belerica,BE3 = 0.1241 D12 + 0.7381 Di - 0.8244
Terminalia belerica,BE4 = 0.0021 D12 + 0.0313 D1 - 0.0278
9    Xylia xylocarpus,BE2 = 339.0974 D2 + 152.6241 D - 7.9297
Xylia xylocarpus,BE2 = 11.2178 D2 + 3.3692 D + 0.2132
Xylia xylocarpus,BE3 = 0.1214 D12 + 0.3886 D1 + 1.4836
Xylia xylocarpus,BE4 = 0.0046 D12 + 0.0077 D1 + 0.1764
10    Careya arborea,BE2 = 458.3502 D2 - 89.9168 D + 10.8998
Careya arborea,BE2 = 36.5716 D2 - 7.1744 D + 0.8697
Careya arborea,BE2 = 0.0434 D12 + 0.8321 D1 - 0.8767
Careya arborea,BE4 = 0.0140 D12 - 0.0328 D1 + 0.0291
11    Bridelia retusa,BE2 = 274.2959 D2 - 15.3477 D + 6.6623
11    Bridelia retusa,BE2 = 4.3652 D2 + 5.8977 D + 0.0525
11    Bridelia retusa,BE3 = 0.7561 D1 + 0.0612
11    Bridelia retusa,BE4 = 0.0081 D12 - 0.0285 D1 + 0.0630
Bridelia squamosa,BE2 = 274.2959 D2 - 15.3477 D + 6.6623
Bridelia squamosa,BE2 = 4.3652 D2 + 5.8977 D + 0.0525
Bridelia squamosa,BE3 = 0.7561 D1 + 0.0612
Bridelia squamosa,BE4 = 0.0081 D12 - 0.0285 D1 + 0.0630
12    Boswellia serrata,BE2 = -645.0798 D3 + 1113.3680 D2- 259.1198 D + 27.2892
Boswellia serrata,BE2 = -34.4889 D3 + 59.3882 D2- 14.6827 D + 1.5184
Boswellia serrata,BE2 = 0.1294 D12 - 0.0842 D1 + 0.1589
Boswellia serrata,BE4 = 0.0037 D12 + 0.0198 D1 + 0.0092
East Coast,region
1    Anogeissus latifolia,BE2 = 674.1855 D2- 110.5556 D + 29.0428
Anogeissus latifolia,BE2 = 33.2586 D3 - 19.0005 D2 + 8.5843 D + 0.1585
Anogeissus latifolia,BE3 = 0.3659 D12 - 0.4339 D1 + 2.8980
Anogeissus latifolia,BE4 = 0.0109 D12 - 0.0210 D1 + 0.0506
2    Chloroxylon swietenia,BE2 = 765.2303 D2 + 168.2262 D - 3.0852
Chloroxylon swietenia,BE2 = 8.9006 D2 + 9.2803 D + 0.2925
Chloroxylon swietenia,BE3 = 0.3048 D12 + 0.0510 D1 + 1.3016
Chloroxylon swietenia,BE4 = 0.0192 D12 - 0.0604 D1 + 0.1462
Hardwickia binata,BE2 = 77.1275 D2 + 151.8085 D - 3.8947
Hardwickia binata,BE2 = 16.5442 D2 + 2.5420 D + 0.2356
Hardwickia binata,BE3 = 0.2191 D12 - 0.4328 D1 + 1.0074
Hardwickia binata,BE2 = 0.0135 D12- 0.0276 D1 + 0.0517
Lannea coromandelica,BE2 = 432.2980 D2- 76.6868 D + 19.1344
Lannea coromandelica,BE2 = 14.5699 D2 - 2.4830 D + 0.7867
Lannea coromandelica,BE3 = 0.3170 D12- 0.9568 D1 + 1.4400
Lannea coromandelica,BE4 = 0.0098 D12- 0.0331 Di + 0.0500
Lannea grandis,BE2 = 432.2980 D2- 76.6868 D + 19.1344
Lannea grandis,BE2 = 14.5699 D2 - 2.4830 D + 0.7867
Lannea grandis,BE3 = 0.3170 D12- 0.9568 D1 + 1.4400
Lannea grandis,BE4 = 0.0098 D12- 0.0331 Di + 0.0500
Odina wodier,BE2 = 432.2980 D2- 76.6868 D + 19.1344
Odina wodier,BE2 = 14.5699 D2 - 2.4830 D + 0.7867
Odina wodier,BE3 = 0.3170 D12- 0.9568 D1 + 1.4400
Odina wodier,BE4 = 0.0098 D12- 0.0331 Di + 0.0500
Terminalia crenulata,BE2 = 53.1260 D2 + 168.7540 D - 4.2270
Terminalia crenulata,BE2 = 8.2135 D2 + 10.4334 D - 0.2935
Terminalia crenulata,BE3 = 0.3285 D12- 0.8470 Di + 1.5459
Terminalia crenulata,BE4 = 0.0056 Di2 D12.0240 Di + 0.0470
Terminalia tomentosa,BE2 = 53.1260 D2 + 168.7540 D - 4.2270
Terminalia tomentosa,BE2 = 8.2135 D2 + 10.4334 D - 0.2935
Terminalia tomentosa,BE3 = 0.3285 D12- 0.8470 Di + 1.5459
Terminalia tomentosa,BE4 = 0.0056 Di2 D12.0240 Di + 0.0470
Boswellia serrata,BE2 = 131.8646 D2 + 151.2382 D - 6.7430
Boswellia serrata,BE2 = 5.7979 D2 + 7.9756 D - 0.1766
Boswellia serrata,BE2 = 0.1619 D12 + 0.0616 D1 + 0.1171
Boswellia serrata,BE4 = 0.0102 D12- 0.0267 D1 + 0.0624
Pterocarpus marsupium,BE2 = 36.2830 D2 + 180.2650 D + 6.6087
Pterocarpus marsupium,BE2 = 2.3214 D2 + 3.1932 D + 0.6980
Pterocarpus marsupium,BE3 = 0.4378 D2-12-914 D1 + 1.6650
Pterocarpus marsupium,BE4 = 0.0047 D12 + 0.0659 Di - 0.0257
Zizyphus xylopyrus,BE2 = 700.8008 D2- 165.1396 D + 18.5104
Zizyphus xylopyrus,BE2 = 9.8070 D2- D2-673 D + 0.2926
Zizyphus xylopyrus,BE3 = 0.0610 Di2 D12.7082 D1 + 0.0818
Zizyphus xylopyrus,BE4 = 0.0049 D12- 0.0135 D1 + 0.0390
Dalbergia paniculata,BE2 = 843.0770 D2 - 201.6857 D + 31.5918
Dalbergia paniculata,BE2 = 18.1052 D2 + 1.8575 D + 0.3899
Dalbergia paniculata,BE3 = 0.2468 D12 - 0.3282 D1 + 0.6072
Dalbergia paniculata,BE2 = 0.0091 D12 + 0.0517 D1 - 0.0079
Grewia species,BE2 = 431.9626 D2 + 42.0418 D + 5.3807
Grewia species,BE2 = 23.9226 D2 - 1.6761 D + 0.4293
Grewia species,BE2 = 0.2228 D12 - 0.2016 D1 + 0.7210
Grewia species,BE2 = 0.0039 D12 + 0.0185 D1 + 0.0143
Grewia tiliaefolia,BE2 = 774.4589 D2 - 116.1260 D + 18.3122
Grewia tiliaefolia,BE2 = 36.5148 D2 - 7.4833 D + 0.8974
Grewia tiliaefolia,BE3 = 0.1224 D12 + 0.5551 D1 - 0.5487
Grewia tiliaefolia,BE2 = 0.0021 DV + 0.0203 D1 + 0.0515
Tectona grandis,BE2 = 621.9517 D2- 154.0887 D + 25.0716
Tectona grandis,BE2 = 9.0619 D2 - 1.0880 D + 0.5854
Tectona grandis,BE2 = 0.3555 D12- 1.1680 D1 + 1.8808
Tectona grandis,BE2 = 0.0017 D12 + 0.0248 D1 + 0.0803
Sterculia urens,BE2 = -48.6227 D2 + 94.6488 D - 0.0630
Sterculia urens,BE2 = -0.0177 D2 + 4.8882 D - 0.0948
Sterculia urens,BE2 = 0.1480 D12 + 0.0066 D1 + 0.5951
Sterculia urens,BE4 = 0.0010 D12 + 0.0366 D1 - 0.0128
Diospyros species,BE2 = 164.0576 D2 + 98.0941D + 1.3802
Diospyros species,BE2 = 7.4373 D2 + 3.4612 D - 0.0140
Diospyros species,BE3 = 0.1460 D12 + 0.1213 D1 +D1.8565
Diospyros species,BE2 = 0.0060 D12 - 0.0218 D1 + 0.0310
Wrightia tinctoria,BE2 = 111.7943 D2 + 0.7670 D + 4.4363
Wrightia tinctoria,BE2 = 8.5389 D2 + 0.8670 D + 0.3686
Wrightia tinctoria,BE2 = 0.0539 D12 + 0.1154 D1 + 0.4646
Wrightia tinctoria,BE2 = 0.0048 D12+ 0.0126 D1 - 0.0080
Acacia sundra,BE2 = -46.9981 D2 + 148.5105 D + 1.1821
Acacia sundra,BE2 = -1.0538 D2 + 4.4842 D + 0.0021
Acacia sundra,BE3 = 0.1821 D12 + 0.2052 D1+ 1.7224
Acacia sundra,BE4 = 0.0081 D12- 0.0249 D1 + 0.0269
Western Himalayas,region
Abies pindrow,BE1 = -0.0491 D12 + 2.7026 D1 - 2.8253
Abies pindrow,BE4= -0.0022 D13+ 0.0260 D12+ 0.1971 D1 - 0.0809
Eastern Himalayas,region
Michelia species,BE1 = 0.1699 D12- 0.2576 D1 + 0.9618
Michelia species,BE4 = -0.0026 D12 + 0.1016 Di - 0.0145
North-Eastern Ranges,region
Cedrela toona,BE1 = 650.9882 D2 - 142.8644 D + 25.0843
Cedrela toona,BE2= 24.2705 D2 - 1.1020 D + 0.7574
Toona ciliata,BE1 = 650.9882 D2 - 142.8644 D + 25.0843
Toona ciliata,BE2= 24.2705 D2 - 1.1020 D + 0.7574
Toona microcarpa,BE1 = 650.9882 D2 - 142.8644 D + 25.0843
Toona microcarpa,BE2= 24.2705 D2 - 1.1020 D + 0.7574
Toona febrifuga,BE1 = 650.9882 D2 - 142.8644 D + 25.0843
Toona febrifuga,BE2= 24.2705 D2 - 1.1020 D + 0.7574
Holarrhena antidysenterica,BE4 = 0.0134 D12 - 0.0042 D1 + 0.0014
Western Plain,region
Holoptelea integrifolia,BE1 = 0.0617 D12 + 0.6450 D1 - 0.5946
Holoptelea integrifolia,BE4 = 0.0058 D12 + 0.0177 D1 + 0.0234
Central Highlands,region
Zizyphus xylopyrus,BE3 = 0.0511D12+ 0.5596 D1- 0.1862
Zizyphus xylopyrus,BE4 = -0.0017D12 + 0.0328 D1 - 0.0021
Miliusa tomentosum (Old),BE1 = 0.0305 D12 + 0.9146 D1 - 0.7580
Miliusa tomentosum(01d),BE4 = 0.0078 D12 - 0.0227 Di + 0.0692
